age;race;marital-status;education;occupation;salary-class
18;White;Never-married;HS-grad;Adm-clerical;<=50K
31;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
26;White;Married-civ-spouse;Some-college;Craft-repair;<=50K
67;White;Widowed;1st-4th;Machine-op-inspct;<=50K
51;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
26;Amer-Indian-Eskimo;Never-married;Some-college;Craft-repair;<=50K
25;White;Never-married;HS-grad;Handlers-cleaners;<=50K
43;White;Separated;HS-grad;Transport-moving;<=50K
23;White;Separated;Some-college;Farming-fishing;<=50K
60;White;Divorced;Masters;Prof-specialty;<=50K
38;White;Never-married;Masters;Prof-specialty;<=50K
21;White;Never-married;Some-college;Prof-specialty;<=50K
18;White;Never-married;Some-college;Adm-clerical;<=50K
43;White;Divorced;5th-6th;Priv-house-serv;<=50K
38;White;Divorced;HS-grad;Machine-op-inspct;<=50K
43;White;Married-civ-spouse;Some-college;Farming-fishing;<=50K
58;White;Divorced;HS-grad;Other-service;<=50K
55;White;Divorced;HS-grad;Adm-clerical;<=50K
39;Black;Divorced;Assoc-acdm;Exec-managerial;<=50K
38;White;Divorced;Bachelors;Prof-specialty;<=50K
54;White;Widowed;HS-grad;Craft-repair;<=50K
57;White;Married-civ-spouse;Prof-school;Prof-specialty;<=50K
35;White;Married-civ-spouse;Assoc-acdm;Protective-serv;<=50K
36;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
58;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
39;Black;Never-married;Some-college;Other-service;<=50K
25;White;Never-married;Prof-school;Prof-specialty;<=50K
54;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
23;White;Never-married;Bachelors;Tech-support;<=50K
37;White;Never-married;Some-college;Sales;<=50K
60;Black;Married-civ-spouse;Assoc-acdm;Other-service;<=50K
66;White;Widowed;7th-8th;Other-service;<=50K
36;Black;Married-civ-spouse;Assoc-acdm;Machine-op-inspct;<=50K
29;Asian-Pac-Islander;Never-married;Bachelors;Adm-clerical;<=50K
25;White;Divorced;Bachelors;Prof-specialty;<=50K
23;White;Never-married;Some-college;Adm-clerical;<=50K
38;Black;Never-married;HS-grad;Other-service;<=50K
49;White;Married-civ-spouse;Some-college;Farming-fishing;<=50K
57;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
46;White;Never-married;Some-college;Machine-op-inspct;<=50K
26;White;Never-married;HS-grad;Other-service;<=50K
40;White;Separated;Assoc-voc;Prof-specialty;<=50K
39;Amer-Indian-Eskimo;Never-married;HS-grad;Craft-repair;<=50K
39;Black;Divorced;Assoc-acdm;Other-service;<=50K
31;White;Married-civ-spouse;Some-college;Adm-clerical;<=50K
31;Other;Married-civ-spouse;Bachelors;Machine-op-inspct;<=50K
27;Black;Never-married;Bachelors;Adm-clerical;<=50K
36;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
57;White;Married-civ-spouse;HS-grad;Other-service;<=50K
24;White;Never-married;HS-grad;Other-service;<=50K
30;White;Never-married;Some-college;Sales;<=50K
28;White;Never-married;12th;Transport-moving;<=50K
22;White;Never-married;Bachelors;Exec-managerial;<=50K
31;White;Never-married;7th-8th;Handlers-cleaners;<=50K
20;White;Never-married;Some-college;Handlers-cleaners;<=50K
25;Other;Married-civ-spouse;12th;Farming-fishing;<=50K
49;White;Married-civ-spouse;Some-college;Farming-fishing;<=50K
21;White;Never-married;HS-grad;Other-service;<=50K
41;White;Married-spouse-absent;5th-6th;Priv-house-serv;<=50K
23;White;Never-married;Bachelors;Sales;<=50K
41;White;Divorced;HS-grad;Exec-managerial;<=50K
30;White;Never-married;HS-grad;Handlers-cleaners;<=50K
29;White;Never-married;Some-college;Farming-fishing;<=50K
31;White;Divorced;7th-8th;Machine-op-inspct;<=50K
55;Asian-Pac-Islander;Married-civ-spouse;9th;Machine-op-inspct;<=50K
19;White;Never-married;HS-grad;Other-service;<=50K
18;White;Never-married;11th;Other-service;<=50K
68;White;Widowed;HS-grad;Sales;<=50K
36;Black;Never-married;Some-college;Exec-managerial;<=50K
20;Black;Never-married;HS-grad;Sales;<=50K
18;White;Never-married;10th;Handlers-cleaners;<=50K
32;White;Never-married;HS-grad;Handlers-cleaners;<=50K
49;White;Divorced;HS-grad;Other-service;<=50K
34;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
22;White;Never-married;HS-grad;Adm-clerical;<=50K
40;White;Married-civ-spouse;HS-grad;Other-service;<=50K
35;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
44;Asian-Pac-Islander;Married-civ-spouse;12th;Exec-managerial;<=50K
55;White;Divorced;HS-grad;Exec-managerial;<=50K
21;White;Married-civ-spouse;Assoc-voc;Craft-repair;<=50K
54;White;Married-civ-spouse;Some-college;Craft-repair;<=50K
39;White;Never-married;Some-college;Adm-clerical;<=50K
52;White;Divorced;HS-grad;Other-service;<=50K
58;White;Divorced;HS-grad;Adm-clerical;<=50K
27;White;Never-married;Some-college;Prof-specialty;<=50K
41;White;Divorced;Some-college;Machine-op-inspct;<=50K
18;White;Never-married;11th;Prof-specialty;<=50K
50;White;Divorced;5th-6th;Other-service;<=50K
31;White;Never-married;Some-college;Exec-managerial;<=50K
32;White;Divorced;10th;Machine-op-inspct;<=50K
37;White;Married-civ-spouse;Some-college;Craft-repair;<=50K
26;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
33;White;Married-civ-spouse;Assoc-voc;Tech-support;<=50K
35;Black;Never-married;HS-grad;Other-service;<=50K
44;White;Never-married;Bachelors;Prof-specialty;<=50K
26;White;Never-married;Bachelors;Craft-repair;<=50K
48;White;Divorced;HS-grad;Adm-clerical;<=50K
40;White;Never-married;Bachelors;Tech-support;<=50K
62;White;Married-civ-spouse;10th;Sales;<=50K
18;White;Never-married;11th;Sales;<=50K
48;Other;Divorced;HS-grad;Machine-op-inspct;<=50K
45;White;Married-civ-spouse;Masters;Prof-specialty;<=50K
35;White;Married-civ-spouse;Some-college;Sales;<=50K
35;White;Divorced;HS-grad;Craft-repair;<=50K
34;White;Married-civ-spouse;HS-grad;Prof-specialty;<=50K
29;White;Married-civ-spouse;HS-grad;Other-service;<=50K
19;White;Never-married;Some-college;Sales;<=50K
53;White;Married-civ-spouse;Some-college;Protective-serv;<=50K
49;White;Divorced;Some-college;Other-service;<=50K
71;White;Widowed;HS-grad;Sales;<=50K
38;White;Married-civ-spouse;7th-8th;Craft-repair;<=50K
39;White;Married-civ-spouse;Masters;Exec-managerial;<=50K
23;White;Never-married;Bachelors;Adm-clerical;<=50K
52;White;Divorced;5th-6th;Farming-fishing;<=50K
20;White;Never-married;Some-college;Other-service;<=50K
30;White;Married-civ-spouse;Some-college;Tech-support;<=50K
56;Black;Divorced;10th;Adm-clerical;<=50K
26;White;Divorced;HS-grad;Sales;<=50K
36;White;Divorced;HS-grad;Adm-clerical;<=50K
26;Black;Never-married;Bachelors;Prof-specialty;<=50K
24;White;Never-married;Bachelors;Adm-clerical;<=50K
41;Asian-Pac-Islander;Divorced;Some-college;Sales;<=50K
27;White;Never-married;Some-college;Sales;<=50K
28;White;Separated;Some-college;Exec-managerial;<=50K
57;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
21;White;Never-married;Some-college;Prof-specialty;<=50K
50;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
27;Black;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
58;White;Never-married;Bachelors;Prof-specialty;<=50K
27;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
36;Black;Separated;HS-grad;Sales;<=50K
33;White;Widowed;HS-grad;Sales;<=50K
19;White;Never-married;Some-college;Other-service;<=50K
26;Black;Separated;HS-grad;Adm-clerical;<=50K
37;Black;Never-married;HS-grad;Handlers-cleaners;<=50K
53;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
32;Black;Never-married;Some-college;Tech-support;<=50K
18;White;Never-married;11th;Exec-managerial;<=50K
40;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
50;White;Divorced;Some-college;Prof-specialty;<=50K
28;White;Married-civ-spouse;HS-grad;Sales;<=50K
34;White;Divorced;HS-grad;Sales;<=50K
37;White;Divorced;HS-grad;Transport-moving;<=50K
25;White;Married-civ-spouse;HS-grad;Tech-support;<=50K
21;White;Married-spouse-absent;11th;Handlers-cleaners;<=50K
26;White;Never-married;Bachelors;Prof-specialty;<=50K
47;White;Never-married;HS-grad;Adm-clerical;<=50K
18;White;Never-married;12th;Handlers-cleaners;<=50K
22;White;Never-married;Bachelors;Sales;<=50K
36;White;Divorced;Some-college;Machine-op-inspct;<=50K
59;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
33;White;Married-civ-spouse;HS-grad;Other-service;<=50K
33;White;Divorced;10th;Craft-repair;<=50K
53;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Adm-clerical;<=50K
44;White;Married-civ-spouse;Some-college;Exec-managerial;<=50K
55;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
56;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
54;White;Divorced;Some-college;Sales;<=50K
51;White;Divorced;HS-grad;Prof-specialty;<=50K
31;White;Never-married;Some-college;Adm-clerical;<=50K
44;White;Divorced;HS-grad;Other-service;<=50K
22;White;Never-married;Some-college;Exec-managerial;<=50K
43;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;Other-service;<=50K
26;Black;Never-married;Assoc-acdm;Adm-clerical;<=50K
30;White;Never-married;Bachelors;Sales;<=50K
30;White;Married-civ-spouse;9th;Craft-repair;<=50K
46;White;Never-married;HS-grad;Other-service;<=50K
27;White;Married-civ-spouse;Bachelors;Sales;<=50K
26;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
25;White;Separated;HS-grad;Craft-repair;<=50K
30;Black;Never-married;Prof-school;Prof-specialty;<=50K
43;White;Married-civ-spouse;10th;Handlers-cleaners;<=50K
44;White;Widowed;Some-college;Adm-clerical;<=50K
42;White;Married-civ-spouse;Doctorate;Prof-specialty;<=50K
26;White;Never-married;Bachelors;Transport-moving;<=50K
24;White;Never-married;Bachelors;Adm-clerical;<=50K
45;White;Divorced;Masters;Prof-specialty;<=50K
22;White;Never-married;Some-college;Sales;<=50K
63;White;Married-civ-spouse;Masters;Prof-specialty;<=50K
22;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
27;White;Never-married;Some-college;Other-service;<=50K
33;White;Married-civ-spouse;9th;Craft-repair;<=50K
64;White;Widowed;Bachelors;Prof-specialty;<=50K
44;White;Widowed;Assoc-voc;Prof-specialty;<=50K
31;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
44;Asian-Pac-Islander;Divorced;HS-grad;Adm-clerical;<=50K
53;White;Married-civ-spouse;10th;Farming-fishing;<=50K
33;White;Widowed;HS-grad;Other-service;<=50K
34;White;Married-civ-spouse;12th;Armed-Forces;<=50K
27;White;Never-married;HS-grad;Transport-moving;<=50K
80;White;Never-married;HS-grad;Exec-managerial;<=50K
31;White;Divorced;Assoc-acdm;Other-service;<=50K
53;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
58;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
23;Black;Married-civ-spouse;Some-college;Exec-managerial;<=50K
31;White;Never-married;HS-grad;Craft-repair;<=50K
52;White;Married-civ-spouse;Masters;Sales;<=50K
24;White;Never-married;HS-grad;Tech-support;<=50K
45;White;Married-civ-spouse;9th;Farming-fishing;<=50K
52;White;Widowed;5th-6th;Other-service;<=50K
54;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
28;Asian-Pac-Islander;Never-married;HS-grad;Tech-support;<=50K
23;White;Never-married;Some-college;Adm-clerical;<=50K
36;Black;Never-married;7th-8th;Craft-repair;<=50K
22;White;Never-married;Some-college;Adm-clerical;<=50K
55;White;Married-civ-spouse;Masters;Exec-managerial;<=50K
71;White;Never-married;HS-grad;Handlers-cleaners;<=50K
17;White;Never-married;10th;Sales;<=50K
27;White;Never-married;Bachelors;Exec-managerial;<=50K
40;White;Divorced;HS-grad;Handlers-cleaners;<=50K
30;White;Never-married;HS-grad;Sales;<=50K
17;White;Never-married;9th;Other-service;<=50K
33;White;Never-married;Masters;Prof-specialty;<=50K
72;White;Never-married;Doctorate;Prof-specialty;<=50K
65;Asian-Pac-Islander;Never-married;HS-grad;Craft-repair;<=50K
32;White;Never-married;HS-grad;Machine-op-inspct;<=50K
26;White;Never-married;Some-college;Adm-clerical;<=50K
22;White;Never-married;HS-grad;Handlers-cleaners;<=50K
31;White;Never-married;Some-college;Other-service;<=50K
28;White;Never-married;Bachelors;Sales;<=50K
34;White;Married-civ-spouse;Assoc-acdm;Adm-clerical;<=50K
27;Asian-Pac-Islander;Never-married;Some-college;Handlers-cleaners;<=50K
47;Black;Married-civ-spouse;HS-grad;Other-service;<=50K
20;White;Never-married;Some-college;Other-service;<=50K
24;White;Never-married;HS-grad;Sales;<=50K
37;Black;Never-married;Assoc-voc;Other-service;<=50K
42;White;Divorced;Assoc-acdm;Adm-clerical;<=50K
68;White;Never-married;Some-college;Adm-clerical;<=50K
22;Asian-Pac-Islander;Never-married;Some-college;Adm-clerical;<=50K
72;White;Married-civ-spouse;HS-grad;Sales;<=50K
45;Black;Married-civ-spouse;Some-college;Adm-clerical;<=50K
30;Black;Married-civ-spouse;HS-grad;Other-service;<=50K
33;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
56;White;Widowed;Some-college;Exec-managerial;<=50K
25;White;Married-civ-spouse;Assoc-voc;Farming-fishing;<=50K
41;White;Divorced;HS-grad;Priv-house-serv;<=50K
25;White;Never-married;Bachelors;Other-service;<=50K
36;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
58;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
26;Black;Never-married;Bachelors;Adm-clerical;<=50K
44;White;Never-married;Bachelors;Adm-clerical;<=50K
44;Black;Married-civ-spouse;11th;Other-service;<=50K
28;White;Never-married;Bachelors;Exec-managerial;<=50K
42;White;Married-civ-spouse;10th;Transport-moving;<=50K
41;White;Divorced;HS-grad;Craft-repair;<=50K
39;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
64;White;Married-civ-spouse;Assoc-voc;Farming-fishing;<=50K
20;White;Never-married;Some-college;Handlers-cleaners;<=50K
31;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
32;Other;Separated;9th;Other-service;<=50K
33;White;Married-civ-spouse;Assoc-voc;Farming-fishing;<=50K
36;White;Divorced;HS-grad;Machine-op-inspct;<=50K
40;White;Never-married;HS-grad;Craft-repair;<=50K
40;White;Divorced;HS-grad;Adm-clerical;<=50K
46;White;Divorced;Assoc-voc;Adm-clerical;<=50K
30;White;Never-married;HS-grad;Sales;<=50K
26;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
25;White;Never-married;Bachelors;Other-service;<=50K
35;White;Married-civ-spouse;Assoc-acdm;Craft-repair;<=50K
29;White;Never-married;Prof-school;Prof-specialty;<=50K
39;White;Separated;Assoc-acdm;Craft-repair;<=50K
44;White;Divorced;Some-college;Other-service;<=50K
23;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
27;White;Never-married;Bachelors;Adm-clerical;<=50K
58;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
36;White;Divorced;Assoc-acdm;Exec-managerial;<=50K
21;White;Never-married;Some-college;Adm-clerical;<=50K
49;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
29;White;Married-civ-spouse;HS-grad;Protective-serv;<=50K
29;White;Never-married;Bachelors;Prof-specialty;<=50K
65;White;Married-civ-spouse;Some-college;Farming-fishing;<=50K
26;White;Never-married;Bachelors;Other-service;<=50K
44;Asian-Pac-Islander;Divorced;Some-college;Adm-clerical;<=50K
41;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
22;Black;Never-married;Assoc-acdm;Adm-clerical;<=50K
18;White;Never-married;11th;Handlers-cleaners;<=50K
33;White;Married-civ-spouse;10th;Transport-moving;<=50K
49;White;Married-civ-spouse;11th;Priv-house-serv;<=50K
41;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
52;White;Divorced;Some-college;Adm-clerical;<=50K
40;White;Separated;Some-college;Handlers-cleaners;<=50K
53;White;Never-married;Some-college;Prof-specialty;<=50K
45;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
30;White;Married-civ-spouse;10th;Craft-repair;<=50K
56;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
24;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
71;White;Married-civ-spouse;7th-8th;Farming-fishing;<=50K
20;White;Divorced;HS-grad;Sales;<=50K
26;White;Married-civ-spouse;Bachelors;Tech-support;<=50K
34;White;Married-civ-spouse;HS-grad;Sales;<=50K
49;White;Separated;HS-grad;Prof-specialty;<=50K
22;White;Never-married;HS-grad;Other-service;<=50K
30;White;Divorced;Some-college;Machine-op-inspct;<=50K
51;White;Divorced;HS-grad;Craft-repair;<=50K
46;White;Married-spouse-absent;Some-college;Sales;<=50K
32;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
52;White;Married-civ-spouse;Some-college;Tech-support;<=50K
57;Black;Divorced;HS-grad;Adm-clerical;<=50K
35;White;Divorced;Some-college;Adm-clerical;<=50K
36;White;Divorced;Some-college;Exec-managerial;<=50K
67;Black;Divorced;HS-grad;Protective-serv;<=50K
31;White;Married-civ-spouse;Some-college;Sales;<=50K
31;White;Married-civ-spouse;HS-grad;Prof-specialty;<=50K
28;White;Never-married;Some-college;Machine-op-inspct;<=50K
36;White;Divorced;HS-grad;Craft-repair;<=50K
56;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
35;White;Never-married;Some-college;Sales;<=50K
44;White;Married-spouse-absent;Bachelors;Exec-managerial;<=50K
26;White;Never-married;HS-grad;Farming-fishing;<=50K
51;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
30;White;Never-married;Some-college;Sales;<=50K
20;White;Never-married;Some-college;Adm-clerical;<=50K
21;Asian-Pac-Islander;Never-married;Some-college;Adm-clerical;<=50K
54;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
43;White;Married-spouse-absent;HS-grad;Exec-managerial;<=50K
48;White;Divorced;Assoc-voc;Other-service;<=50K
42;White;Married-civ-spouse;Bachelors;Sales;<=50K
62;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
31;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
22;White;Never-married;HS-grad;Sales;<=50K
45;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
34;White;Separated;Some-college;Sales;<=50K
64;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
42;White;Married-civ-spouse;Bachelors;Farming-fishing;<=50K
60;White;Married-civ-spouse;HS-grad;Sales;<=50K
44;White;Never-married;HS-grad;Craft-repair;<=50K
23;White;Never-married;HS-grad;Other-service;<=50K
28;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
55;White;Married-civ-spouse;7th-8th;Craft-repair;<=50K
27;White;Never-married;HS-grad;Adm-clerical;<=50K
37;Black;Divorced;HS-grad;Adm-clerical;<=50K
44;White;Married-civ-spouse;10th;Other-service;<=50K
23;White;Never-married;Assoc-acdm;Adm-clerical;<=50K
41;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
29;White;Divorced;HS-grad;Machine-op-inspct;<=50K
22;White;Never-married;Some-college;Sales;<=50K
28;White;Never-married;9th;Craft-repair;<=50K
30;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
20;White;Never-married;Some-college;Handlers-cleaners;<=50K
42;White;Divorced;Assoc-acdm;Exec-managerial;<=50K
34;White;Never-married;HS-grad;Craft-repair;<=50K
23;White;Never-married;Bachelors;Exec-managerial;<=50K
50;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
57;White;Divorced;HS-grad;Adm-clerical;<=50K
35;White;Married-civ-spouse;Some-college;Adm-clerical;<=50K
24;White;Never-married;Bachelors;Exec-managerial;<=50K
27;White;Never-married;Some-college;Adm-clerical;<=50K
45;White;Married-civ-spouse;HS-grad;Sales;<=50K
80;White;Married-civ-spouse;Doctorate;Prof-specialty;<=50K
23;White;Never-married;Some-college;Other-service;<=50K
50;White;Divorced;HS-grad;Sales;<=50K
55;White;Married-civ-spouse;Some-college;Sales;<=50K
72;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
65;White;Widowed;Some-college;Adm-clerical;<=50K
37;White;Divorced;10th;Craft-repair;<=50K
39;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
38;White;Married-civ-spouse;Assoc-voc;Craft-repair;<=50K
30;White;Married-civ-spouse;7th-8th;Craft-repair;<=50K
50;White;Married-civ-spouse;HS-grad;Farming-fishing;<=50K
28;White;Never-married;Some-college;Craft-repair;<=50K
34;White;Married-civ-spouse;Assoc-voc;Craft-repair;<=50K
55;White;Divorced;HS-grad;Handlers-cleaners;<=50K
20;White;Never-married;HS-grad;Handlers-cleaners;<=50K
21;White;Never-married;Some-college;Adm-clerical;<=50K
39;White;Divorced;Some-college;Other-service;<=50K
33;Amer-Indian-Eskimo;Never-married;HS-grad;Other-service;<=50K
26;White;Never-married;Some-college;Adm-clerical;<=50K
31;White;Never-married;Some-college;Other-service;<=50K
32;White;Married-civ-spouse;5th-6th;Craft-repair;<=50K
60;White;Married-civ-spouse;HS-grad;Sales;<=50K
21;Black;Never-married;Some-college;Other-service;<=50K
27;Black;Divorced;Some-college;Adm-clerical;<=50K
33;White;Divorced;5th-6th;Handlers-cleaners;<=50K
43;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
18;White;Never-married;10th;Farming-fishing;<=50K
37;White;Divorced;7th-8th;Exec-managerial;<=50K
58;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
24;White;Never-married;HS-grad;Adm-clerical;<=50K
26;White;Never-married;Bachelors;Other-service;<=50K
43;White;Divorced;HS-grad;Craft-repair;<=50K
34;White;Married-civ-spouse;11th;Craft-repair;<=50K
38;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
26;White;Never-married;Bachelors;Adm-clerical;<=50K
28;Black;Divorced;HS-grad;Transport-moving;<=50K
22;White;Married-civ-spouse;Some-college;Sales;<=50K
26;White;Divorced;HS-grad;Craft-repair;<=50K
39;White;Divorced;Some-college;Exec-managerial;<=50K
23;White;Married-civ-spouse;HS-grad;Sales;<=50K
39;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
43;White;Divorced;Assoc-voc;Craft-repair;<=50K
33;White;Never-married;Some-college;Farming-fishing;<=50K
68;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
32;Asian-Pac-Islander;Never-married;Bachelors;Adm-clerical;<=50K
25;Other;Never-married;Some-college;Adm-clerical;<=50K
53;White;Married-civ-spouse;5th-6th;Other-service;<=50K
20;White;Never-married;HS-grad;Machine-op-inspct;<=50K
26;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
23;White;Never-married;HS-grad;Transport-moving;<=50K
43;White;Divorced;HS-grad;Tech-support;<=50K
29;White;Never-married;Some-college;Protective-serv;<=50K
34;White;Separated;10th;Other-service;<=50K
24;White;Never-married;Some-college;Sales;<=50K
19;White;Never-married;Some-college;Adm-clerical;<=50K
40;White;Divorced;Some-college;Other-service;<=50K
45;White;Widowed;HS-grad;Sales;<=50K
43;Black;Separated;HS-grad;Handlers-cleaners;<=50K
29;White;Never-married;Bachelors;Prof-specialty;<=50K
47;White;Never-married;Bachelors;Exec-managerial;<=50K
24;White;Never-married;HS-grad;Sales;<=50K
21;White;Never-married;HS-grad;Adm-clerical;<=50K
74;White;Divorced;Prof-school;Prof-specialty;<=50K
70;White;Married-civ-spouse;Some-college;Farming-fishing;<=50K
27;White;Married-civ-spouse;Assoc-voc;Craft-repair;<=50K
32;Asian-Pac-Islander;Divorced;Bachelors;Adm-clerical;<=50K
30;White;Married-civ-spouse;11th;Handlers-cleaners;<=50K
29;White;Divorced;Assoc-voc;Protective-serv;<=50K
18;White;Never-married;11th;Handlers-cleaners;<=50K
39;White;Married-civ-spouse;Some-college;Protective-serv;<=50K
21;White;Never-married;Some-college;Other-service;<=50K
31;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
33;White;Married-civ-spouse;Some-college;Protective-serv;<=50K
29;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
34;White;Married-civ-spouse;Some-college;Tech-support;<=50K
52;White;Widowed;Bachelors;Exec-managerial;<=50K
35;White;Never-married;HS-grad;Sales;<=50K
33;White;Married-civ-spouse;10th;Craft-repair;<=50K
36;White;Never-married;HS-grad;Other-service;<=50K
17;White;Never-married;11th;Prof-specialty;<=50K
32;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
39;Black;Never-married;HS-grad;Machine-op-inspct;<=50K
19;White;Never-married;Some-college;Farming-fishing;<=50K
47;Black;Divorced;Bachelors;Prof-specialty;<=50K
49;White;Married-civ-spouse;HS-grad;Farming-fishing;<=50K
32;White;Divorced;HS-grad;Adm-clerical;<=50K
28;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
39;White;Married-civ-spouse;Bachelors;Sales;<=50K
27;White;Never-married;HS-grad;Sales;<=50K
24;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
19;White;Never-married;HS-grad;Other-service;<=50K
50;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
32;White;Never-married;HS-grad;Adm-clerical;<=50K
43;White;Married-civ-spouse;HS-grad;Farming-fishing;<=50K
29;White;Never-married;Bachelors;Craft-repair;<=50K
90;White;Never-married;Bachelors;Prof-specialty;<=50K
24;White;Never-married;Preschool;Farming-fishing;<=50K
24;White;Never-married;Some-college;Farming-fishing;<=50K
24;White;Never-married;Some-college;Other-service;<=50K
30;White;Never-married;Bachelors;Adm-clerical;<=50K
46;White;Separated;Bachelors;Exec-managerial;<=50K
19;White;Never-married;Some-college;Adm-clerical;<=50K
39;White;Separated;9th;Craft-repair;<=50K
43;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
35;White;Never-married;HS-grad;Adm-clerical;<=50K
65;White;Widowed;HS-grad;Sales;<=50K
34;White;Divorced;HS-grad;Craft-repair;<=50K
41;White;Married-civ-spouse;Assoc-voc;Sales;<=50K
24;White;Never-married;Some-college;Farming-fishing;<=50K
24;Amer-Indian-Eskimo;Never-married;HS-grad;Other-service;<=50K
37;White;Never-married;HS-grad;Machine-op-inspct;<=50K
58;White;Divorced;HS-grad;Other-service;<=50K
36;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
33;White;Married-civ-spouse;Some-college;Tech-support;<=50K
42;White;Married-civ-spouse;Masters;Prof-specialty;<=50K
57;White;Separated;HS-grad;Craft-repair;<=50K
23;White;Divorced;HS-grad;Craft-repair;<=50K
35;Amer-Indian-Eskimo;Married-civ-spouse;Some-college;Prof-specialty;<=50K
39;White;Married-civ-spouse;Some-college;Farming-fishing;<=50K
36;White;Never-married;HS-grad;Craft-repair;<=50K
29;White;Divorced;Assoc-acdm;Other-service;<=50K
25;White;Never-married;HS-grad;Handlers-cleaners;<=50K
24;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
70;White;Married-civ-spouse;10th;Machine-op-inspct;<=50K
51;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
38;White;Married-civ-spouse;Masters;Farming-fishing;<=50K
28;White;Never-married;HS-grad;Other-service;<=50K
29;White;Never-married;Some-college;Adm-clerical;<=50K
21;Black;Never-married;Some-college;Sales;<=50K
50;White;Divorced;Some-college;Sales;<=50K
65;White;Divorced;HS-grad;Other-service;<=50K
